=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
['<=50K', ('Never-married', 'White'), 0.25575824580799705, 0.33689320388349514]
['Never-married', ('<=50K', 'White'), 0.25575824580799705, 0.7795563044088739]
[('<=50K', 'Never-married'), 'cl_0', 0.30468030219274, 0.9734105180533752]
[('<=50K', 'cl_0'), 'Never-married', 0.30468030219274, 0.41382330858429967]
[('Never-married', 'cl_0'), '<=50K', 0.30468030219274, 0.9567942906741248]
['<=50K', ('Never-married', 'cl_0'), 0.30468030219274, 0.4013349514563107]
['Never-married', ('<=50K', 'cl_0'), 0.30468030219274, 0.9286717214265656]
['cl_0', ('<=50K', 'Never-married'), 0.30468030219274, 0.31959925262547517]
[('<=50K', 'Not-in-family'), 'United-States', 0.2068361894232541, 0.9041482078131293]
[('<=50K', 'United-States'), 'Not-in-family', 0.2068361894232541, 0.3061502795581617]
[('Not-in-family', 'United-States'), '<=50K', 0.2068361894232541, 0.8946599362380446]
['Not-in-family', ('<=50K', 'United-States'), 0.2068361894232541, 0.810957254665864]
[('<=50K', 'Not-in-family'), 'White', 0.19525827651864136, 0.8535373875688012]
[('<=50K', 'White'), 'Not-in-family', 0.19525827651864136, 0.3071645973235422]
[('Not-in-family', 'White'), '<=50K', 0.19525827651864136, 0.8923508771929825]
['Not-in-family', ('<=50K', 'White'), 0.19525827651864136, 0.7655629139072848]
[('<=50K', 'Not-in-family'), 'cl_0', 0.22050242614090043, 0.9638877701704927]
[('Not-in-family', 'cl_0'), '<=50K', 0.22050242614090043, 0.9007652741186802]
['Not-in-family', ('<=50K', 'cl_0'), 0.22050242614090043, 0.8645394340758579]
[('<=50K', 'United-States'), 'White', 0.5809532583993612, 0.8599027228510386]
[('<=50K', 'White'), 'United-States', 0.5809532583993612, 0.9139088844871733]
[('United-States', 'White'), '<=50K', 0.5809532583993612, 0.7383396432613871]
['<=50K', ('United-States', 'White'), 0.5809532583993612, 0.7652508090614887]
['United-States', ('<=50K', 'White'), 0.5809532583993612, 0.6485087418580734]
['White', ('<=50K', 'United-States'), 0.5809532583993612, 0.6800762151279839]
[('<=50K', 'United-States'), 'cl_0', 0.654904489896198, 0.9693622437383518]
[('<=50K', 'cl_0'), 'United-States', 0.654904489896198, 0.8895052974055226]
[('United-States', 'cl_0'), '<=50K', 0.654904489896198, 0.767334748659638]
['<=50K', ('United-States', 'cl_0'), 0.654904489896198, 0.8626618122977346]
['United-States', ('<=50K', 'cl_0'), 0.654904489896198, 0.7310593075077134]
['cl_0', ('<=50K', 'United-States'), 0.654904489896198, 0.6869724888860254]
[('<=50K', 'White'), 'cl_0', 0.616024814200602, 0.9690806319145853]
[('<=50K', 'cl_0'), 'White', 0.616024814200602, 0.8366980895970635]
[('White', 'cl_0'), '<=50K', 0.616024814200602, 0.7578012844729883]
['<=50K', ('White', 'cl_0'), 0.616024814200602, 0.811448220064725]
['White', ('<=50K', 'cl_0'), 0.616024814200602, 0.7211317227494967]
['cl_0', ('<=50K', 'White'), 0.616024814200602, 0.6461890342117131]
[('Male', 'Never-married'), 'United-States', 0.16126159326822675, 0.8875929682217715]
[('Never-married', 'United-States'), 'Male', 0.16126159326822675, 0.5481783067126005]
['Never-married', ('Male', 'United-States'), 0.16126159326822675, 0.49152859683609473]
[('Male', 'Never-married'), 'cl_0', 0.17627909833548308, 0.9702501690331304]
[('Never-married', 'cl_0'), 'Male', 0.17627909833548308, 0.553573150737776]
['Never-married', ('Male', 'cl_0'), 0.17627909833548308, 0.5373022559206215]
[('Male', 'United-States'), 'White', 0.5421350039923838, 0.9058394909688013]
[('Male', 'White'), 'United-States', 0.5421350039923838, 0.920673829143632]
[('United-States', 'White'), 'Male', 0.5421350039923838, 0.6890051129932477]
['Male', ('United-States', 'White'), 0.5421350039923838, 0.8101422670949977]
['United-States', ('Male', 'White'), 0.5421350039923838, 0.6051765512512856]
['White', ('Male', 'United-States'), 0.5421350039923838, 0.6346347425941904]
[('Male', 'United-States'), 'cl_0', 0.5665499662182912, 0.9466338259441708]
[('Male', 'cl_0'), 'United-States', 0.5665499662182912, 0.8937984496124031]
[('United-States', 'cl_0'), 'Male', 0.5665499662182912, 0.6638120254758735]
['Male', ('United-States', 'cl_0'), 0.5665499662182912, 0.8466268930702157]
['United-States', ('Male', 'cl_0'), 0.5665499662182912, 0.6324305793623586]
['cl_0', ('Male', 'United-States'), 0.5665499662182912, 0.5942916049223632]
[('Male', 'White'), 'cl_0', 0.5571525090596401, 0.9461771148430166]
[('Male', 'cl_0'), 'White', 0.5571525090596401, 0.8789728682170542]
[('White', 'cl_0'), 'Male', 0.5571525090596401, 0.6853796751038912]
['Male', ('White', 'cl_0'), 0.5571525090596401, 0.8325837540156035]
['White', ('Male', 'cl_0'), 0.5571525090596401, 0.6522145527753811]
['cl_0', ('Male', 'White'), 0.5571525090596401, 0.5844339926551124]
[('Never-married', 'United-States'), 'White', 0.2476506357103372, 0.8418415283432509]
[('Never-married', 'White'), 'United-States', 0.2476506357103372, 0.920863309352518]
[('United-States', 'White'), 'Never-married', 0.2476506357103372, 0.3147418133562312]
['Never-married', ('United-States', 'White'), 0.2476506357103372, 0.7548441449031171]
[('Never-married', 'United-States'), 'cl_0', 0.2853633069221792, 0.9700386261613947]
[('Never-married', 'cl_0'), 'United-States', 0.2853633069221792, 0.8961327032500723]
[('United-States', 'cl_0'), 'Never-married', 0.2853633069221792, 0.3343528480443309]
['Never-married', ('United-States', 'cl_0'), 0.2853633069221792, 0.8697931292708041]
['United-States', ('Never-married', 'cl_0'), 0.2853633069221792, 0.3185464518340761]
[('Never-married', 'White'), 'cl_0', 0.2609483446962717, 0.9703094667123444]
[('Never-married', 'cl_0'), 'White', 0.2609483446962717, 0.8194618574597358]
[('White', 'cl_0'), 'Never-married', 0.2609483446962717, 0.3210049112202493]
['Never-married', ('White', 'cl_0'), 0.2609483446962717, 0.7953758307591501]
['White', ('Never-married', 'cl_0'), 0.2609483446962717, 0.3054716709807305]
[('Not-in-family', 'United-States'), 'White', 0.20296664824028007, 0.8779224229543039]
[('Not-in-family', 'White'), 'United-States', 0.20296664824028007, 0.9275789473684211]
['Not-in-family', ('United-States', 'White'), 0.20296664824028007, 0.79578567128236]
[('Not-in-family', 'United-States'), 'cl_0', 0.22163871998034518, 0.9586875664187035]
[('Not-in-family', 'cl_0'), 'United-States', 0.22163871998034518, 0.9054071007401832]
['Not-in-family', ('United-States', 'cl_0'), 0.22163871998034518, 0.868994581577363]
[('Not-in-family', 'White'), 'cl_0', 0.20978441127694858, 0.9587368421052631]
[('Not-in-family', 'cl_0'), 'White', 0.20978441127694858, 0.8569815581482876]
['Not-in-family', ('White', 'cl_0'), 0.20978441127694858, 0.8225165562913908]
[('United-States', 'White'), 'cl_0', 0.7477734782875745, 0.950353225869404]
[('United-States', 'cl_0'), 'White', 0.7477734782875745, 0.8761469540498723]
[('White', 'cl_0'), 'United-States', 0.7477734782875745, 0.9198715527011712]
['United-States', ('White', 'cl_0'), 0.7477734782875745, 0.8347274597188893]
['White', ('United-States', 'cl_0'), 0.7477734782875745, 0.8753595053206787]
['cl_0', ('United-States', 'White'), 0.7477734782875745, 0.7843888924682688]
[('35-50y', '<40h'), 'cg_0', 0.19700878324427246, 0.9149907288546569]
[('35-50y', 'cg_0'), '<40h', 0.19700878324427246, 0.6411794102948526]
['35-50y', ('<40h', 'cg_0'), 0.19700878324427246, 0.5739978525411596]
[('35-50y', '<=50K'), 'cg_0', 0.2091394877464529, 0.9540487531521434]
[('35-50y', 'cg_0'), '<=50K', 0.2091394877464529, 0.6806596701649176]
['35-50y', ('<=50K', 'cg_0'), 0.2091394877464529, 0.6093414459556192]
[('35-50y', 'Husband'), 'Male', 0.17799889441680486, 1.0]
[('35-50y', 'Male'), 'Husband', 0.17799889441680486, 0.7382499044707681]
[('Husband', 'Male'), '35-50y', 0.17799889441680486, 0.43935718617343844]
['35-50y', ('Husband', 'Male'), 0.17799889441680486, 0.5186113099498926]
['Husband', ('35-50y', 'Male'), 0.17799889441680486, 0.439323883877814]
[('35-50y', 'Husband'), 'Married-civ-spouse', 0.17793747312818622, 0.9996549344375432]
[('35-50y', 'Married-civ-spouse'), 'Husband', 0.17793747312818622, 0.8868819837746824]
[('Husband', 'Married-civ-spouse'), '35-50y', 0.17793747312818622, 0.4394720873786408]
['35-50y', ('Husband', 'Married-civ-spouse'), 0.17793747312818622, 0.5184323550465283]
['Husband', ('35-50y', 'Married-civ-spouse'), 0.17793747312818622, 0.43917228833472294]
['Married-civ-spouse', ('35-50y', 'Husband'), 0.17793747312818622, 0.3868856837606838]
[('35-50y', 'Husband'), 'United-States', 0.16018672071740064, 0.8999309868875086]
[('35-50y', 'United-States'), 'Husband', 0.16018672071740064, 0.5204549990021952]
[('Husband', 'United-States'), '35-50y', 0.16018672071740064, 0.4397605598178906]
['35-50y', ('Husband', 'United-States'), 0.16018672071740064, 0.4667143879742305]
['Husband', ('35-50y', 'United-States'), 0.16018672071740064, 0.3953611763814144]
[('35-50y', 'Husband'), 'White', 0.16077022295927768, 0.9032091097308489]
[('35-50y', 'White'), 'Husband', 0.16077022295927768, 0.5487996645350666]
[('Husband', 'White'), '35-50y', 0.16077022295927768, 0.43844221105527637]
['35-50y', ('Husband', 'White'), 0.16077022295927768, 0.4684144595561918]
['Husband', ('35-50y', 'White'), 0.16077022295927768, 0.3968013340407792]
[('35-50y', 'Husband'), 'cg_0', 0.15478164731896074, 0.8695652173913043]
[('35-50y', 'cg_0'), 'Husband', 0.15478164731896074, 0.5037481259370314]
[('Husband', 'cg_0'), '35-50y', 0.15478164731896074, 0.4346701164294955]
['35-50y', ('Husband', 'cg_0'), 0.15478164731896074, 0.4509663564781675]
['Husband', ('35-50y', 'cg_0'), 0.15478164731896074, 0.3820207685894035]
[('35-50y', 'Husband'), 'cl_0', 0.1651618450955101, 0.9278812974465148]
[('35-50y', 'cl_0'), 'Husband', 0.1651618450955101, 0.5112653294039358]
[('Husband', 'cl_0'), '35-50y', 0.1651618450955101, 0.43592445489178894]
['35-50y', ('Husband', 'cl_0'), 0.1651618450955101, 0.48120973514674303]
['Husband', ('35-50y', 'cl_0'), 0.1651618450955101, 0.4076404153717881]
[('35-50y', 'Male'), 'Married-civ-spouse', 0.17882808181315643, 0.7416889568207872]
[('35-50y', 'Married-civ-spouse'), 'Male', 0.17882808181315643, 0.8913209857645799]
[('Male', 'Married-civ-spouse'), '35-50y', 0.17882808181315643, 0.4371949846084541]
['35-50y', ('Male', 'Married-civ-spouse'), 0.17882808181315643, 0.5210272011453114]
['Married-civ-spouse', ('35-50y', 'Male'), 0.17882808181315643, 0.38882211538461536]
[('35-50y', 'Male'), 'cg_0', 0.2127633437749524, 0.8824353585530506]
[('35-50y', 'cg_0'), 'Male', 0.2127633437749524, 0.6924537731134432]
[('Male', 'cg_0'), '35-50y', 0.2127633437749524, 0.35165727628039184]
['35-50y', ('Male', 'cg_0'), 0.2127633437749524, 0.6198997852541159]
['Male', ('35-50y', 'cg_0'), 0.2127633437749524, 0.3179440110142267]
[('35-50y', 'Married-civ-spouse'), 'United-States', 0.17925803083348688, 0.8934639522424613]
[('35-50y', 'United-States'), 'Married-civ-spouse', 0.17925803083348688, 0.5824186789064059]
[('Married-civ-spouse', 'United-States'), '35-50y', 0.17925803083348688, 0.43663973668462]
['35-50y', ('Married-civ-spouse', 'United-States'), 0.17925803083348688, 0.5222798854688618]
['Married-civ-spouse', ('35-50y', 'United-States'), 0.17925803083348688, 0.3897569444444444]
[('35-50y', 'Married-civ-spouse'), 'White', 0.17938087341072415, 0.8940762283789989]
[('35-50y', 'White'), 'Married-civ-spouse', 0.17938087341072415, 0.6123283363035957]
[('Married-civ-spouse', 'White'), '35-50y', 0.17938087341072415, 0.4355704697986577]
['35-50y', ('Married-civ-spouse', 'White'), 0.17938087341072415, 0.5226377952755905]
['Married-civ-spouse', ('35-50y', 'White'), 0.17938087341072415, 0.39002403846153844]
[('35-50y', 'Married-civ-spouse'), 'cg_0', 0.17440574903261472, 0.869279044849227]
[('35-50y', 'cg_0'), 'Married-civ-spouse', 0.17440574903261472, 0.567616191904048]
[('Married-civ-spouse', 'cg_0'), '35-50y', 0.17440574903261472, 0.4316333510678726]
['35-50y', ('Married-civ-spouse', 'cg_0'), 0.17440574903261472, 0.5081424481030781]
['Married-civ-spouse', ('35-50y', 'cg_0'), 0.17440574903261472, 0.3792067307692308]
[('35-50y', 'Married-civ-spouse'), 'cl_0', 0.18632147902462995, 0.9286698300933721]
[('35-50y', 'cl_0'), 'Married-civ-spouse', 0.18632147902462995, 0.5767658522673258]
[('Married-civ-spouse', 'cl_0'), '35-50y', 0.18632147902462995, 0.43280068483378514]
['35-50y', ('Married-civ-spouse', 'cl_0'), 0.18632147902462995, 0.5428596993557624]
['Married-civ-spouse', ('35-50y', 'cl_0'), 0.18632147902462995, 0.4051148504273504]
[('35-50y', 'United-States'), 'cg_0', 0.2745838707696088, 0.892137297944522]
[('35-50y', 'cg_0'), 'United-States', 0.2745838707696088, 0.8936531734132933]
[('United-States', 'cg_0'), '35-50y', 0.2745838707696088, 0.33488145623431587]
['35-50y', ('United-States', 'cg_0'), 0.2745838707696088, 0.8000178954903364]
['United-States', ('35-50y', 'cg_0'), 0.2745838707696088, 0.3065135413095646]
[('35-50y', 'White'), 'cg_0', 0.2612554511393649, 0.8918125589684454]
[('35-50y', 'cg_0'), 'White', 0.2612554511393649, 0.8502748625687157]
[('White', 'cg_0'), '35-50y', 0.2612554511393649, 0.33482898413822965]
['35-50y', ('White', 'cg_0'), 0.2612554511393649, 0.761184681460272]
['White', ('35-50y', 'cg_0'), 0.2612554511393649, 0.30583117630140927]
[('35-50y', 'cg_0'), 'cl_0', 0.28708310300350104, 0.9343328335832084]
[('35-50y', 'cl_0'), 'cg_0', 0.28708310300350104, 0.8886776309535127]
[('cg_0', 'cl_0'), '35-50y', 0.28708310300350104, 0.3299682315566537]
['35-50y', ('cg_0', 'cl_0'), 0.28708310300350104, 0.8364352183249821]
['cg_0', ('35-50y', 'cl_0'), 0.28708310300350104, 0.31317632081476765]
['cl_0', ('35-50y', 'cg_0'), 0.28708310300350104, 0.3011403904387604]
[('<40h', '<=50K'), 'Married-civ-spouse', 0.17551133222775014, 0.3008686496446433]
[('<40h', 'Married-civ-spouse'), '<=50K', 0.17551133222775014, 0.6212631807805197]
[('<=50K', 'Married-civ-spouse'), '<40h', 0.17551133222775014, 0.6898841139546112]
['Married-civ-spouse', ('<40h', '<=50K'), 0.17551133222775014, 0.3816105769230769]
[('<40h', '<=50K'), 'cg_0', 0.5602542841348811, 0.9604106343774678]
[('<40h', 'cg_0'), '<=50K', 0.5602542841348811, 0.8515614059655511]
[('<=50K', 'cg_0'), '<40h', 0.5602542841348811, 0.7702343255224826]
['<40h', ('<=50K', 'cg_0'), 0.5602542841348811, 0.793864229765013]
['<=50K', ('<40h', 'cg_0'), 0.5602542841348811, 0.7379854368932038]
['cg_0', ('<40h', '<=50K'), 0.5602542841348811, 0.611176253810848]
[('<40h', 'Husband'), 'Male', 0.23776180824273693, 0.9998708510913082]
[('<40h', 'Male'), 'Husband', 0.23776180824273693, 0.554942298043151]
[('Husband', 'Male'), '<40h', 0.23776180824273693, 0.5868708308065494]
['<40h', ('Husband', 'Male'), 0.23776180824273693, 0.3369016536118364]
['Husband', ('<40h', 'Male'), 0.23776180824273693, 0.5868263473053892]
['Male', ('<40h', 'Husband'), 0.23776180824273693, 0.35530059660394675]
[('<40h', 'Husband'), 'Married-civ-spouse', 0.23773109759842762, 0.9997417021826166]
[('<40h', 'Married-civ-spouse'), 'Husband', 0.23773109759842762, 0.8415045113599304]
[('Husband', 'Married-civ-spouse'), '<40h', 0.23773109759842762, 0.5871510922330098]
['<40h', ('Husband', 'Married-civ-spouse'), 0.23773109759842762, 0.336858137510879]
['Husband', ('<40h', 'Married-civ-spouse'), 0.23773109759842762, 0.5867505495338438]
['Married-civ-spouse', ('<40h', 'Husband'), 0.23773109759842762, 0.5168936965811965]
[('<40h', 'Husband'), 'United-States', 0.209630858055402, 0.8815704507296913]
[('<40h', 'United-States'), 'Husband', 0.209630858055402, 0.33437836778681296]
[('Husband', 'United-States'), '<40h', 0.209630858055402, 0.5754995362954219]
['Husband', ('<40h', 'United-States'), 0.209630858055402, 0.517395588569696]
[('<40h', 'Husband'), 'White', 0.2092930409679995, 0.8801498127340824]
[('<40h', 'White'), 'Husband', 0.2092930409679995, 0.3576301427371956]
[('Husband', 'White'), '<40h', 0.2092930409679995, 0.5707705192629816]
['Husband', ('<40h', 'White'), 0.2092930409679995, 0.5165618130826953]
[('<40h', 'Husband'), 'cg_0', 0.21270192248633377, 0.8944853415988635]
[('<40h', 'cg_0'), 'Husband', 0.21270192248633377, 0.3232973906549036]
[('Husband', 'cg_0'), '<40h', 0.21270192248633377, 0.5973264338076757]
['<40h', ('Husband', 'cg_0'), 0.21270192248633377, 0.3013925152306353]
['Husband', ('<40h', 'cg_0'), 0.21270192248633377, 0.5249753657242477]
[('<40h', 'Husband'), 'cl_0', 0.22483262698851422, 0.9454991605320935]
[('<40h', 'cl_0'), 'Husband', 0.22483262698851422, 0.33158204628832827]
[('Husband', 'cl_0'), '<40h', 0.22483262698851422, 0.5934181729756018]
['<40h', ('Husband', 'cl_0'), 0.22483262698851422, 0.31858137510879025]
['Husband', ('<40h', 'cl_0'), 0.22483262698851422, 0.5549154854847268]
[('<40h', 'Male'), 'Married-civ-spouse', 0.24064860880781277, 0.5616801662963229]
[('<40h', 'Married-civ-spouse'), 'Male', 0.24064860880781277, 0.8518317208392217]
[('Male', 'Married-civ-spouse'), '<40h', 0.24064860880781277, 0.588332457391696]
['<40h', ('Male', 'Married-civ-spouse'), 0.24064860880781277, 0.34099216710182767]
['Male', ('<40h', 'Married-civ-spouse'), 0.24064860880781277, 0.3596145020651675]
['Married-civ-spouse', ('<40h', 'Male'), 0.24064860880781277, 0.5232371794871795]
[('<40h', 'Male'), 'cg_0', 0.39496959646213375, 0.9218694000430077]
[('<40h', 'cg_0'), 'Male', 0.39496959646213375, 0.6003360873827195]
[('Male', 'cg_0'), '<40h', 0.39496959646213375, 0.6528095020557332]
['<40h', ('Male', 'cg_0'), 0.39496959646213375, 0.5596605744125326]
['Male', ('<40h', 'cg_0'), 0.39496959646213375, 0.590224873795319]
['cg_0', ('<40h', 'Male'), 0.39496959646213375, 0.43086870581929043]
[('<40h', 'Married-civ-spouse'), 'United-States', 0.24740495055586267, 0.8757473638438961]
[('<40h', 'United-States'), 'Married-civ-spouse', 0.24740495055586267, 0.39463113549524836]
[('Married-civ-spouse', 'United-States'), '<40h', 0.24740495055586267, 0.6026331538001197]
['<40h', ('Married-civ-spouse', 'United-States'), 0.24740495055586267, 0.35056570931244563]
['Married-civ-spouse', ('<40h', 'United-States'), 0.24740495055586267, 0.5379273504273504]
[('<40h', 'Married-civ-spouse'), 'White', 0.24605368220625268, 0.8709642352429612]
[('<40h', 'White'), 'Married-civ-spouse', 0.24605368220625268, 0.42044500419815284]
[('Married-civ-spouse', 'White'), '<40h', 0.24605368220625268, 0.5974645786726324]
['<40h', ('Married-civ-spouse', 'White'), 0.24605368220625268, 0.348651000870322]
['Married-civ-spouse', ('<40h', 'White'), 0.24605368220625268, 0.5349893162393162]
[('<40h', 'Married-civ-spouse'), 'cg_0', 0.25188870462502305, 0.8916186542015436]
[('<40h', 'cg_0'), 'Married-civ-spouse', 0.25188870462502305, 0.38285954348130513]
[('Married-civ-spouse', 'cg_0'), '<40h', 0.25188870462502305, 0.6233943908185756]
